0000000001,0000000000,000209,000001,-00001,-00001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000002,0000000625,000640,000000,000000,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000003,0000001250,001039,-00001,000001,-00001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000004,0000001875,001383,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000005,0000002500,001672,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000006,0000003125,001893,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000007,0000003750,002033,-00001,000000,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000008,0000004375,002102,-00001,000000,-00001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000009,0000005000,002087,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000010,0000005625,002016,000001,000001,-00002,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000011,0000006250,001929,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000012,0000006875,001712,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000013,0000007500,001386,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000014,0000008125,001007,000000,000000,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000015,0000008750,000617,000000,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000016,0000009375,000225,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000017,0000010000,-00201,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000018,0000010625,-00636,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000019,0000011250,-01041,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000020,0000011875,-01388,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000021,0000012500,-01668,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000022,0000013125,-01883,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000023,0000013750,-02025,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000024,0000014375,-02096,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000025,0000015000,-02087,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000026,0000015625,-02018,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000027,0000016250,-01930,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000028,0000016875,-01716,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000029,0000017500,-01391,000000,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000030,0000018125,-01018,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000031,0000018750,-00624,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000032,0000019375,-00226,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000033,0000020000,000209,000000,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000034,0000020625,000642,000000,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000035,0000021250,001039,000000,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000036,0000021875,001387,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000037,0000022500,001672,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000038,0000023125,001891,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000039,0000023750,002031,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000040,0000024375,002098,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000041,0000025000,002085,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000042,0000025625,002016,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000043,0000026250,001929,000000,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000044,0000026875,001709,000000,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000045,0000027500,001386,-00001,000001,-00001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000046,0000028125,001009,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
