0000000001,0000000000,001567,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000002,0000000625,001240,000000,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000003,0000001250,000873,-00001,000001,-00001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000004,0000001875,000492,000001,000001,-00002,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000005,0000002500,000102,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000006,0000003125,-00316,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000007,0000003750,-00725,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000008,0000004375,-01104,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000009,0000005000,-01425,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000010,0000005625,-01681,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000011,0000006250,-01868,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000012,0000006875,-01982,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000013,0000007500,-02028,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000014,0000008125,-01997,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000015,0000008750,-01922,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000016,0000009375,-01823,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000017,0000010000,-01573,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000018,0000010625,-01245,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000019,0000011250,-00875,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000020,0000011875,-00489,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000021,0000012500,-00097,-00001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000022,0000013125,000323,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000023,0000013750,000728,000001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000024,0000014375,001099,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000025,0000015000,001422,000001,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000026,0000015625,001678,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000027,0000016250,001869,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000028,0000016875,001981,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000029,0000017500,002027,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000030,0000018125,001996,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000031,0000018750,001921,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000032,0000019375,001822,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000033,0000020000,001572,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000034,0000020625,001244,000001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000035,0000021250,000876,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000036,0000021875,000494,000000,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000037,0000022500,000102,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000038,0000023125,-00316,000001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000039,0000023750,-00729,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000040,0000024375,-01108,000000,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000041,0000025000,-01427,-00001,000001,-00001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000042,0000025625,-01681,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000043,0000026250,-01871,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000044,0000026875,-01985,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000045,0000027500,-02030,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000046,0000028125,-01999,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000047,0000028750,-01924,000001,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000048,0000029375,-01823,-00001,000001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000049,0000030000,-01573,-00001,000001,-00001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000050,0000030625,-01247,000001,-00001,-00001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000051,0000031250,-00877,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000052,0000031875,-00491,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000053,0000032500,-00095,000001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000054,0000033125,000325,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000055,0000033750,000730,000000,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
