0000000001,0000000000,-00062,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000002,0000000625,000375,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000003,0000001250,000801,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000004,0000001875,001189,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000005,0000002500,001529,000001,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000006,0000003125,001800,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000007,0000003750,001987,000000,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000008,0000004375,002093,-00001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000009,0000005000,002127,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000010,0000005625,002080,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000011,0000006250,001998,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000012,0000006875,001886,-00001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000013,0000007500,001612,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000014,0000008125,001265,000001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000015,0000008750,000880,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000016,0000009375,000481,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000017,0000010000,000074,000000,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000018,0000010625,-00361,000000,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000019,0000011250,-00791,-00001,-00001,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000020,0000011875,-01185,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000021,0000012500,-01517,000000,000000,-00002,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000022,0000013125,-01784,-00001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000023,0000013750,-01975,000001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000024,0000014375,-02089,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000025,0000015000,-02139,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000026,0000015625,-02098,-00001,000000,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000027,0000016250,-02018,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000028,0000016875,-01906,000001,000000,-00002,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000029,0000017500,-01630,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000030,0000018125,-01275,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000031,0000018750,-00880,000000,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000032,0000019375,-00476,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000033,0000020000,-00062,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000034,0000020625,000375,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000035,0000021250,000801,000001,000001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000036,0000021875,001191,-00001,-00001,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000037,0000022500,001529,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000038,0000023125,001800,000001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000039,0000023750,001987,-00001,000000,000000,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0000000040,0000024375,002091,000001,000000,000001,005000,1,1,1,0,1,0,0,0,0,0,0,0,0,0
